num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
5058,tt0454987,13,4630045,6340687,0
5059,tt0855852,4,6033130,6035954,0
5060,tt0326036,4,1181825,1188002,0
5061,tt0344337,1,14389,20541,0
5062,tt0284850,2,14369,21367,0
5063,tt6194520,4,1141710,1141710,0
5064,tt0337728,3,14305,20012,0
5065,tt0441001,2,14289,19564,0
5066,tt0446752,3,14273,18604,0
5067,tt0813537,1,14251,17796,0
5068,tt0422029,1,14189,20487,0
5069,tt1031280,15,14154,17680,0
5070,tt0353969,25,14131,19770,0
5071,tt2920540,11,3314399,3341705,0
5072,tt0157182,1,14090,23448,0
5073,tt0479140,2,14059,17563,0
5075,tt0458242,6,14018,18272,0
5076,tt0141657,1,13954,23214,0
5077,tt0059565,3,13949,17420,0
5078,tt0123923,1,13936,24605,0
5079,tt0420356,1,13931,19492,0
5080,tt0170259,3,13930,22075,0
5081,tt0094291,30,13913,19465,0
5082,tt0434179,5,20893,26205,0
5083,tt0461760,1,13875,18084,0
5084,tt1083447,2,13871,18084,0
5085,tt0905361,1,13850,18057,0
5086,tt0401581,2,13835,19976,0
5087,tt0481269,1,14130,16899,0
5088,tt0405296,29,7405084,9437739,0
5089,tt0407814,2,13716,17133,0
5090,tt0487092,2,13710,18774,0
5091,tt0163984,2,13674,24138,0
5092,tt0814656,2,13665,17814,0
5093,tt0216911,1,13650,21627,0
5094,tt1288553,2,15387,18559,0
5095,tt0088275,4,13561,22560,0
5096,tt0188653,1,13544,21456,0
5097,tt0439182,2,13523,18514,0
5098,tt0398982,1,13510,18900,0
5099,tt0120593,2,13354,22219,0
5100,tt0452660,2,13334,18254,0
5102,tt0309725,3,13224,19061,0
5103,tt1238291,13,15676,18747,0
5104,tt0404203,12,14121177,15943296,0
5105,tt0459468,1,13042,16290,0
5106,tt7365604,9,13031,19384,0
5107,tt0961728,9,463671,466297,0
5108,tt0114230,1,13000,18774,0
5109,tt0354899,11,15137932,16863571,0
5110,tt0120070,4,12903,24676,0
5111,tt1754953,1,12890,16801,0
5112,tt0102137,1,12876,16065,0
5113,tt0800081,1,12854,17599,0
5114,tt0304391,8,13152,18851,0
5115,tt0415949,3,4414753,6017949,0
5116,tt1285144,2,12738,15231,0
5117,tt0269849,1,13164,16442,0
5118,tt0142393,4,12688,22398,0
5119,tt0875705,1,12686,15841,0
5120,tt0255195,4,12677,20084,0
5121,tt0437232,10,5782198,7370808,0
5122,tt0407551,1,12655,17330,0
5123,tt0082898,1,12646,20039,0
5124,tt0227458,1,12624,20003,0
5125,tt0445953,10,69705,83367,0
5127,tt0380389,15,27610873,29193388,1
5128,tt0148421,2,12565,20909,0
5129,tt0214150,1,12499,22066,0
5130,tt1175713,6,6035,6826,0
5131,tt0339642,3,12460,17429,0
5133,tt1078891,1,12306,15366,0
5135,tt0120680,2,12191,21519,0
5136,tt0087100,8,12185,15886,0
5137,tt0134645,2,12175,21492,0
5140,tt0377061,1,12010,15653,0
5141,tt0841175,4,12007,15653,0
5142,tt3480796,23,1467,1467,0
5143,tt0300922,2,11975,16756,0
5144,tt0479289,6,12094,15062,0
5145,tt0414426,1,11864,14818,0
5146,tt0825239,6,6272554,6275500,0
5147,tt0230169,2,11821,18729,0
5148,tt0403692,4,11807,16164,0
5149,tt0489327,7,7818479,8842795,0
5150,tt0209055,2,11756,18146,0
5151,tt0303396,1,11752,17868,0
5152,tt0029924,2,11750,15312,0
5153,tt0274868,1,11696,18057,0
5154,tt1183697,2,12069,14433,0
5155,tt0118840,2,11657,16837,0
5156,tt0494203,1,11606,15123,0
5157,tt0984213,2,11573,14451,0
5158,tt0326976,1,11560,16693,0
5159,tt0808241,1,11550,15052,0
5161,tt0133170,5,11507,20317,0
5162,tt0282718,4,11480,17070,0
5163,tt0431461,1,11455,15680,0
5164,tt0461613,4,11445,14917,0
5165,tt0833960,2,11436,14280,0
5166,tt0929412,5,7142222,7144458,0
5167,tt0272730,2,11422,17626,0
5168,tt0204414,1,11390,18954,0
5169,tt5651458,3,11384,16926,0
5170,tt0089537,5,11352,14801,0
5171,tt0126612,1,11350,20039,0
5172,tt0930071,1,11340,14164,0
5173,tt0259567,3,11329,16361,0
5174,tt0281724,2,11305,16810,0
5175,tt0197633,1,11290,15455,0
5176,tt0262424,2,11255,16254,0
5177,tt0117172,1,11251,21985,0
5178,tt0439179,3,11204,14496,0
5179,tt0073407,4,11147,19680,0
5180,tt0180181,1,11132,18523,0
5182,tt0177394,4,11057,18397,0
5183,tt0762105,13,11004,13159,0
5184,tt0468463,3,11001,15061,0
5185,tt0162024,2,10976,17393,0
5186,tt0772165,1,10958,13688,0
5187,tt0214959,1,10953,18227,0
5188,tt0097334,7,10952,16908,0
5189,tt0433387,18,6225304,7458548,0
5190,tt0186730,5,10854,18057,0
5192,tt0449999,5,32575443,33785601,1
5193,tt0111038,1,10758,21017,0
5194,tt0116192,1,10750,18981,0
5195,tt0380420,2,10718,13966,0
5196,tt1189259,1,10687,13347,0
5197,tt0236474,1,10668,16469,0
5198,tt0937239,4,10650,13303,0
5199,tt0475224,3,10643,13868,0
5200,tt0446012,1,10629,14872,0
5201,tt2883352,6,10592,15751,0
5202,tt0867160,1,10584,13222,0
5203,tt0194710,2,10575,16325,0
5205,tt0155667,1,10525,20129,0
5206,tt0439478,4,3127472,4282960,0
5207,tt1237900,1,72451,87197,0
5208,tt0492506,3,3177636,4330831,0
5209,tt0217811,5,10508,16648,0
5210,tt0168899,2,10471,17420,0
5211,tt0482546,12,35891257,36806896,1
5212,tt0354696,1,10445,15536,0
5213,tt1176954,1,10443,12486,0
5214,tt0492464,1,10433,13599,0
5215,tt0489707,1,10403,14244,0
5216,tt1222330,1,10382,12414,0
5217,tt1223150,1,20521,24542,0
5218,tt0865297,6,10342,12917,0
5219,tt0432337,1,10337,14155,0
5220,tt0146516,1,10281,17106,0
5221,tt0382330,9,36032594,36035140,1
5222,tt0439833,2,10227,13329,0
5223,tt0430063,1,10178,14235,0
5224,tt0419198,7,10167,13509,0
5225,tt6066280,1,10116,16828,0
5226,tt0290010,1,10106,15599,0
5227,tt0377569,3,10093,14011,0
5228,tt0430768,2,9946,12962,0
5229,tt0435706,4,9936,12854,0
5230,tt0102958,1,9915,13572,0
5231,tt0814685,12,9913,12379,0
5232,tt0468565,5,11537539,12613641,0
5233,tt0490701,2,9858,14235,0
5235,tt0119614,2,9829,17348,0
5236,tt0350142,1,9777,12746,0
5237,tt0318025,4,9776,14540,0
5238,tt0245317,1,9763,15070,0
5240,tt0445396,3,9724,13607,0
5241,tt0834541,1,13282,15877,0
5242,tt0997263,6,9615,18389,0
5243,tt2884018,52,13143976,13209595,0
5244,tt0844462,1,9602,12513,0
5245,tt0454931,4,1531921,1535462,0
5246,tt0438315,14,3260179,4209279,0
5247,tt0264605,1,9549,15132,0
5248,tt0379184,3,9528,13042,0
5249,tt0437954,18,9501,13715,0
5250,tt0959342,1,9496,13715,0
5251,tt0150143,1,9480,15769,0
5252,tt0460925,2,9458,12325,0
5253,tt0780608,5,9397,12244,0
5254,tt0396818,1,9392,13141,0
5257,tt0775536,2,9344,11670,0
5258,tt0359254,2,9291,12719,0
5259,tt1094270,1,9258,12065,0
5260,tt0305229,1,9250,13751,0
5261,tt0228992,1,9238,15016,0
5264,tt0296658,2,9171,13805,0
5266,tt0464049,7,13447998,14406085,0
5267,tt0091251,23,9135,14469,0
5268,tt0129136,9,9122,16101,0
5269,tt0410730,8,11408,13643,0
5270,tt0468489,10,4911725,5908512,0
5271,tt1281951,1,13689,16370,0
5272,tt0187387,1,9064,12684,0
5273,tt2558318,8,9043,15043,0
5274,tt0183056,3,9033,13939,0
5275,tt0261900,1,9011,14280,0
5276,tt0114008,2,9003,17213,0
5277,tt0304267,3,8963,13329,0
5278,tt1003113,2,8939,11652,0
5280,tt1284592,1,30071,35961,0
5281,tt0281534,4,8886,13715,0
5282,tt0440978,3,8872,11562,0
5284,tt0368310,1,8802,12316,0
5285,tt1056441,1,9467,11724,0
5286,tt0326988,1,8798,12702,0
5287,tt0161109,1,8759,13877,0
5288,tt0115164,1,8759,15464,0
5289,tt1212428,45,17122336,17122336,0
5290,tt0473015,1,8719,11365,0
5291,tt0195714,28,8693,13697,0
5292,tt0039689,13,8688,16612,0
5293,tt1241325,2,8668,10360,0
5295,tt0333847,1,10888,14727,0
5296,tt0482517,2,8629,10773,0
5297,tt0479042,1,8593,11195,0
5298,tt0173772,2,8527,13509,0
5299,tt0495036,3,8527,11114,0
5300,tt0870211,12,8443,10540,0
5301,tt0018773,22,8406,13984,0
5302,tt0350232,3,8396,12127,0
5303,tt0867241,1,8387,10477,0
5304,tt2059255,24,5265825,5507717,0
5305,tt0420550,1,8370,11455,0
5306,tt0913445,11,8340,10414,0
5307,tt0477877,3,8340,10872,0
5308,tt0062893,3,8322,9948,0
5309,tt0383222,17,3605420,4494134,0
5310,tt1018830,1,8286,9903,0
5311,tt0238066,1,8285,13123,0
5312,tt0396171,28,133603463,134282620,6
5313,tt0113425,3,8225,16065,0
5314,tt1097017,3,8221,9831,0
5315,tt0289074,3,8172,12612,0
5316,tt0758798,1,8161,10638,0
5317,tt0456144,3,31517561,32336865,1
5318,tt2585068,1,8129,11374,0
5319,tt0424584,1,8127,11365,0
5320,tt0338977,4,8085,11311,0
5321,tt0317950,1,8058,11984,0
5322,tt2763308,2,8043,11006,0
5323,tt3296908,17,1586980,1586980,0
5324,tt0452659,1,8018,11213,0
5325,tt0329030,4,8000,11553,0
5327,tt1149584,1,7986,9544,0
5328,tt0132213,1,7957,15213,0
5329,tt0314197,7,14869,15410,0
5330,tt5450616,1,7911,13966,0
5331,tt0284971,1,7883,10791,0
5332,tt2870648,22,23783458,24322266,1
5333,tt0207198,5,7874,12154,0
5334,tt0264666,1,7778,12325,0
5335,tt0421090,6,7763,10629,0
5336,tt0407926,2,7753,10612,0
5337,tt0462683,1,7704,10037,0
5338,tt0808237,1,7699,10037,0
5339,tt0405508,6,29197694,30009659,1
5340,tt0297753,19,7674,11078,0
5341,tt0388118,3,7656,10477,0
5342,tt0348847,1,7650,10091,0
5343,tt0036506,6,7642,9544,0
5344,tt0119866,1,7558,12576,0
5345,tt0302309,4,7544,11221,0
5346,tt0331525,1,7522,10863,0
5347,tt0449121,2,7506,10271,0
5348,tt0465440,2,7506,9777,0
5349,tt0393109,24,4243996,5010909,0
5350,tt0817498,1,7451,10199,0
5351,tt0094888,7,7402,9643,0
5352,tt1217578,4,10289,12298,0
5353,tt0144546,1,7394,14137,0
5355,tt1132606,1,1051100,1052932,0
5356,tt0424789,3,7346,9571,0
5357,tt0960098,1,8321,9948,0
5358,tt0369994,3,2077844,2843612,0
5359,tt0154421,27,7235,12038,0
5360,tt0367027,10,1985292,2715192,0
5362,tt0040481,4,7176,8961,0
5363,tt0315850,2,7170,10665,0
5364,tt0795458,1,7137,9768,0
5365,tt0424273,2,7129,9795,0
5366,tt1135944,1,7075,9221,0
5367,tt0902290,11,7066,8450,0
5368,tt6076810,2,7052,9194,0
5369,tt0120162,1,7016,13410,0
5370,tt0412808,2,7006,9131,0
5371,tt1031947,3,7001,8369,0
5372,tt0795406,2,7000,9122,0
5373,tt0808190,1,6983,9096,0
5374,tt0899238,1,6976,9087,0
5375,tt0881934,2,6975,8943,0
5376,tt0464098,1,8125,9715,0
5377,tt0162909,2,6954,11571,0
5379,tt2090537,5,6900,8988,0
5380,tt0497323,13,6873,8584,0
5381,tt0271809,1,6869,10217,0
5382,tt0221023,1,6851,11401,0
5384,tt0451176,3,2797199,3422587,0
5387,tt0091149,40,6707,13105,0
5388,tt0940620,2,138494,140160,0
5389,tt0488535,1,21489,26838,0
5390,tt0452971,10,6594,8593,0
5391,tt0053666,1,6578,11607,0
5392,tt0468580,1,6529,8934,0
5395,tt0433635,1,6470,9051,0
5397,tt0489037,8,1849392,2469673,0
5398,tt0308363,2,6417,9544,0
5399,tt0432402,12,1661464,2166174,0
5400,tt0438486,3,6404,8342,0
5401,tt0448435,1,6395,8943,0
5402,tt0807054,5,2397451,2399036,0
5403,tt0417614,4,6383,8737,0
5404,tt3442990,9,38263,40706,0
5405,tt0425600,3,6364,8710,0
5406,tt0106676,3,6355,8889,0
5407,tt4513674,45,44359512,44770262,2
5408,tt1193096,8,6289,9706,0
5409,tt0499570,8,6273,8172,0
5410,tt0427968,9,2548378,3113854,0
5411,tt0292501,2,6259,9661,0
5412,tt0189916,1,6231,10369,0
5413,tt0435716,3,6224,7436,0
5414,tt0493451,3,6671,7974,0
5415,tt0855729,2,6176,7714,0
5416,tt0071487,8,6172,9526,0
5417,tt0960097,3,6164,8898,0
5418,tt0757061,4,6109,7956,0
5419,tt1043429,5,6096,10136,0
5420,tt0110997,19,6087,9643,0
5421,tt0328077,6,6028,8701,0
5422,tt0284203,2,6015,8943,0
5423,tt0192069,1,6002,9984,0
5425,tt0472175,1,6000,8217,0
5426,tt0831888,12,6000,7822,0
5427,tt0118150,1,5985,10567,0
5428,tt0180005,4,5976,7463,0
5429,tt0451070,1,5965,8342,0
5430,tt0182992,1,6751,10414,0
5431,tt0170452,1,5810,9661,0
5433,tt0157075,3,5797,10235,0
5434,tt0233427,1,5788,9167,0
5435,tt0495026,1,5788,7230,0
5436,tt0427582,4,7017,9140,0
5438,tt0476999,2,5715,7131,0
5439,tt0852984,1,5713,7445,0
5440,tt0243595,3,5700,9033,0
5441,tt0363240,3,5692,7104,0
5442,tt1101675,4,5685,6799,0
5443,tt6461980,1,5659,7741,0
5445,tt0387549,5,5642,7894,0
5446,tt0469976,3,8064,9643,0
5447,tt0201538,1,5518,9176,0
5448,tt0111165,1,5508,9723,0
5449,tt0274622,1,5506,8719,0
5450,tt0765141,1,5500,6871,0
5451,tt0403358,30,33913542,34468543,1
5452,tt0273689,9,5494,7929,0
5453,tt0457302,1,5474,7131,0
5454,tt0452671,1,5468,7122,0
5455,tt1186248,3,5430,6781,0
5456,tt0154352,1,5373,8934,0
5457,tt0144688,2,5365,8925,0
5458,tt0432637,3,32430721,32959317,1
5459,tt0365296,2,5342,7311,0
5460,tt0832318,4,5290,6324,0
5461,tt0433405,6,5244,7176,0
5462,tt0963915,9,5229,6817,0
5463,tt0914850,1,5202,6494,0
5464,tt0455581,1,5194,7104,0
5465,tt0210149,1,5159,8172,0
5466,tt1391544,3,1063900,1064900,0
5467,tt0168475,1,5115,8504,0
5468,tt0479074,1,5114,6665,0
5469,tt0790675,1,5095,6360,0
5471,tt0119401,1,5000,9768,0
5472,tt0131110,2,5000,9562,0
5473,tt0119734,3,5000,9562,0
5474,tt0119272,3,5000,9562,0
5475,tt0171340,1,5000,8826,0
5476,tt2543336,8,24657,27888,0
5477,tt0118811,5,5000,9768,0
5478,tt2385006,4,9681975,10409255,0
5479,tt0147856,2,5000,8826,0
5481,tt0120628,2,5000,8826,0
5483,tt7253216,1,5000,9768,0
5484,tt0113646,2,5000,9768,0
5485,tt0320691,48,95708457,121044026,4
5486,tt0116845,2,5000,9562,0
5487,tt0111453,3,5000,9768,0
5488,tt0116447,4,5000,10145,0
5489,tt0118727,1,5000,9562,0
5490,tt0144608,1,5000,8315,0
5491,tt0116141,1,5000,9562,0
5492,tt0115801,1,5000,9768,0
5493,tt0115832,3,5000,9768,0
5494,tt0059646,31,5000,9768,0
5495,tt0118042,1,5000,9768,0
5497,tt0118772,2,5000,9768,0
5498,tt2691498,3,5000,6512,0
5499,tt0111416,1,5000,9562,0
5500,tt0112907,3,5000,9768,0
5501,tt2764784,23,6223031,6425888,0
5502,tt0119278,2,5000,9562,0
5503,tt0118958,1,5000,9768,0
5504,tt0452624,15,6678033,7105705,0
5505,tt0116356,2,5000,9768,0
5506,tt1277938,1,4970,5938,0
5507,tt0119986,1,4960,9481,0
5508,tt0423409,7,20337494,20340550,1
5509,tt0408338,1,4920,7104,0
5510,tt6251666,4,4841,8055,0
5511,tt0342916,1,4825,6745,0
5512,tt0429482,1,4800,6566,0
5513,tt0457496,3,4779,6539,0
5514,tt0363235,4,4762,6871,0
5516,tt1279111,3,4740,5920,0
5517,tt0211344,1,4728,7867,0
5518,tt0490181,21,6820,8154,0
5519,tt0414852,24,11599903,12043341,0
5520,tt1155637,1,4638,5543,0
5521,tt0165874,9,4634,8181,0
5522,tt0436295,1,4630,6333,0
5523,tt0104684,21,4629,5777,0
5524,tt0338001,1,4626,6467,0
5525,tt0245540,2,4623,7320,0
5526,tt0148462,1,4616,8091,0
5528,tt0064806,4,4526,6189,0
5530,tt0844474,2,4509,5561,0
5531,tt1160317,3,4490,5364,0
5532,tt0285280,3,4488,6674,0
5533,tt0401593,2,4480,6127,0
5534,tt0150574,1,4450,7849,0
5535,tt0117407,12,192748,193386,0
5536,tt0452604,1,4438,6073,0
5537,tt0424189,1,4433,6198,0
5538,tt0185101,3,4427,7364,0
5539,tt0473174,2,4412,6037,0
5541,tt3814486,3,4364,5687,0
5542,tt0971177,1,4345,5427,0
5543,tt0458425,2,4337,6064,0
5544,tt0087763,1,4294,5597,0
5545,tt1038914,3,4293,5355,0
5546,tt0462023,6,4283,5346,0
5547,tt0451200,1,4270,5839,0
5548,tt0495919,1,4256,5543,0
5549,tt0278017,1,4216,5893,0
5550,tt0383648,4,4181,5848,0
5551,tt0323633,1,4168,6198,0
5552,tt0086850,3,4164,5678,0
5553,tt0419749,14,2898225,3331850,0
5554,tt0302498,1,4109,5355,0
5555,tt1130091,2,4098,5113,0
5556,tt1091172,2,4085,4880,0
5557,tt1092007,2,4070,5077,0
5559,tt0092906,16,4067,5866,0
5560,tt0048983,6,4064,5866,0
5561,tt0376827,1,4059,5552,0
5562,tt0420609,7,2613717,3039089,0
5563,tt0279750,1,4052,6252,0
5564,tt0293270,1,4039,6396,0
5565,tt0913413,6,394033,394826,0
5566,tt0419081,1,4012,5490,0
5567,tt0191211,2,3943,5857,0
5568,tt0428287,1,3934,5122,0
5569,tt1542485,2,3926,6530,0
5571,tt0756725,5,3911,4880,0
5572,tt0058700,13,3908,6028,0
5573,tt1172068,1,3897,5328,0
5574,tt0424205,22,23134075,23523624,1
5577,tt0235412,2,3838,5705,0
5578,tt1130969,14,3826,5526,0
5580,tt0303392,2,3775,5615,0
5581,tt0333089,2,3771,5445,0
5582,tt0100602,6,3768,5158,0
5585,tt0246593,1,3733,5391,0
5587,tt0444698,1,3724,5203,0
5588,tt0421994,8,49971,49971,0
5589,tt0185711,1,3676,6485,0
5590,tt0291320,8,3657,5274,0
5591,tt0113184,2,3657,6988,0
5592,tt0119327,2,3620,7068,0
5594,tt0464061,4,3567,4646,0
5595,tt1132588,4,3564,4261,0
5596,tt0472071,20,3561,4440,0
5597,tt0287644,1,3559,5633,0
5599,tt0261199,1,3544,5893,0
5600,tt4957650,1,3527,5866,0
5601,tt0119547,7,3526,6736,0
5603,tt1073241,14,3500,4368,0
5605,tt0244684,1,3486,5517,0
5606,tt0264689,3,3467,5149,0
5607,tt0439511,1,41714,57121,0
5608,tt1553371,1,3500,4368,0
5609,tt0074547,1,3373,4207,0
5610,tt0204350,4,3366,5552,0
5611,tt2848876,1,15141,17689,0
5612,tt0169156,1,3350,5570,0
5613,tt0116538,3,3348,6396,0
5614,tt0466403,1,3348,4584,0
5615,tt0381682,2,3306,4620,0
5616,tt0825241,1,3303,4306,0
5617,tt0119472,18,3296,5481,0
5618,tt0992911,11,4318042,4318852,0
5619,tt0186654,6,3270,4718,0
5620,tt0417976,8,35869934,36117330,1
5621,tt0153755,1,3242,5723,0
5622,tt0404551,1,3238,4530,0
5623,tt0309326,1,3200,4754,0
5624,tt0428196,1,3195,4368,0
5625,tt0237865,1,3174,5274,0
5627,tt0090798,3,3151,4862,0
5628,tt0765430,3,3126,3902,0
5629,tt1124217,1,3081,3848,0
5630,tt0171135,6,3077,5113,0
5631,tt0120219,1,3073,5875,0
5632,tt0259054,1,3072,4566,0
5633,tt1838571,15,97509,97509,0
5634,tt0428672,2,3025,4225,0
5635,tt0464216,1,2996,4189,0
5637,tt0280438,2,152399,153996,0
5638,tt0093437,36,2930,5167,0
5639,tt0811128,8,2900,3615,0
5640,tt1002540,1,2900,3776,0
5641,tt1238298,1,2892,3606,0
5642,tt0466664,8,2867,3920,0
5643,tt0492486,15,2863,3570,0
5644,tt0244521,4,2844,3705,0
5645,tt1131749,5,2838,4377,0
5646,tt1129381,3,2804,3498,0
5647,tt0477002,1,5532,6611,0
5648,tt0186397,1,2786,4629,0
5649,tt0046907,4,3244,3875,0
5650,tt0311412,1,2712,4028,0
5651,tt0303348,1,4148,5344,0
5653,tt1157668,1,13266,16568,0
5654,tt0107411,2,2668,3848,0
5655,tt0116833,4,2647,5059,0
5656,tt0407621,4,2623,3588,0
5657,tt0273851,1,2607,4019,0
5658,tt0808487,1,2600,3382,0
5659,tt0308129,1,73595,74746,0
5660,tt0220760,1,2595,4108,0
5661,tt0360025,1,2574,3714,0
5662,tt0220806,3,2567,4063,0
5663,tt0280674,3,2535,3911,0
5664,tt0847050,5,2528,3292,0
5665,tt0358079,1,2517,3633,0
5667,tt0250687,20,86607223,119711446,4
5669,tt0841149,1,2500,3256,0
5671,tt0436569,1,2500,3418,0
5672,tt0479409,1,2493,3409,0
5673,tt5219972,2,2485,3400,0
5674,tt0342492,12,2483,3579,0
5675,tt0236702,1,2464,4099,0
5676,tt0271537,2,2443,3418,0
5677,tt0162050,1,2442,3866,0
5678,tt0412042,3,2438,3409,0
5679,tt0877700,4,2434,2906,0
5680,tt0121766,90,848998877,1000869801,9
5681,tt0760311,12,76661,77396,0
5682,tt0342428,1,2422,3498,0
5684,tt0780568,6,2465,2942,0
5685,tt0372401,3,2386,3337,0
5686,tt1172069,1,2377,2969,0
5687,tt0070488,4,2377,3319,0
5688,tt0479354,2,2370,3086,0
5689,tt0117739,1,2361,3929,0
5690,tt0859644,1,2359,2817,0
5691,tt0307913,1,2350,3391,0
5693,tt0791268,2,2324,3023,0
5694,tt0126240,4,2274,3776,0
5695,tt0312848,1,2264,3364,0
5697,tt0439467,1,2248,3077,0
5698,tt1202163,1,2310,2763,0
5699,tt0220514,1,2241,3453,0
5700,tt0378378,2,2227,3211,0
5701,tt0478331,3,2214,3032,0
5702,tt0040724,24,2197,4198,0
5703,tt0122710,1,2194,4189,0
5704,tt0325015,1,2186,3157,0
5705,tt0275170,2,2152,3319,0
5706,tt1763288,4,2151,3319,0
5708,tt0028905,1,2126,3534,0
5709,tt0386757,1,2119,2646,0
5710,tt0091497,6,2075,3283,0
5711,tt1094277,1,2072,2583,0
5712,tt0278259,3,2070,2583,0
5713,tt0443564,1,2065,2691,0
5714,tt0429173,5,2010,2745,0
5715,tt0418206,1,1990,2718,0
5716,tt0457495,15,20722450,20965999,1
5717,tt0124901,17,1971,3767,0
5718,tt0475252,8,1964,2449,0
5719,tt1278447,1,1954,2332,0
5720,tt0800181,1,1948,2539,0
5721,tt0279977,3,2301940,2302879,0
5722,tt0880648,4,1925,2296,0
5723,tt0493395,4,1924,2503,0
5724,tt0402743,3,1810,2476,0
5725,tt1766204,1,1806,2521,0
5726,tt0268877,1,1802,2781,0
5728,tt0938321,1,1796,2341,0
5729,tt0146664,2,1742,2897,0
5730,tt1628039,1,1780,2126,0
5731,tt5091538,6,9389874,9389874,0
5732,tt1241326,1,1698,2117,0
5733,tt1017442,2,1677,2090,0
5734,tt0082445,2,1663,2565,0
5735,tt0271885,5,1649,2539,0
5736,tt0421250,3,1600,2234,0
5737,tt0298071,1,1583,2440,0
5738,tt1543029,1,9808,9808,0
5740,tt0064689,10,1524,2413,0
5741,tt0059448,6,1511,2063,0
5742,tt0985593,6,1503,1875,0
5743,tt0279695,1,1500,2314,0
5744,tt7374762,1,1500,1955,0
5745,tt0475333,1,1496,2090,0
5746,tt0219756,1,1480,2278,0
5747,tt0491877,1,4043,4487,0
5748,tt1059238,1,1476,1920,0
5749,tt0276607,1,1465,2260,0
5750,tt0200486,2,1446,2287,0
5751,tt0051634,4,4397,6351,0
5754,tt0169299,5,1434,2530,0
5755,tt1609479,18,72273,79349,0
5756,tt0396587,1,1407,1920,0
5758,tt0099615,14,1392,2144,0
5759,tt0303282,1,1386,2135,0
5760,tt1130987,1,1377,1713,0
5761,tt0463903,2,1365,1866,0
5762,tt0398027,3,973443,1183636,0
5763,tt0486572,2,1344,1749,0
5764,tt0373747,8,1178175,1377417,0
5765,tt0337662,1,1332,1973,0
5766,tt0427906,3,1302,1695,0
5767,tt0399445,1,1292,1866,0
5768,tt0385057,8,1286,1758,0
5769,tt0308281,1,1262,1758,0
5770,tt0984200,14,1260,1507,0
5771,tt0176825,2,1257,2090,0
5773,tt0219327,2,1232,1946,0
5775,tt0113658,2,1220,2153,0
5776,tt0387808,21,500296,664369,0
5779,tt0322674,5,1207,1686,0
5780,tt0829124,1,1169,1597,0
5782,tt0186683,1,1145,2018,0
5783,tt0199727,6,1143,1803,0
5784,tt0397477,2,1124,1534,0
5785,tt0208348,2,1104,1704,0
5787,tt1285162,2,1093,1363,0
5788,tt0495103,1,1088,1489,0
5789,tt0383460,1,1058,1480,0
5790,tt0396962,1,1042,1498,0
5791,tt0188757,1,1027,1624,0
5792,tt0227963,2,1025,1704,0
5793,tt1037218,8,1020,1274,0
5794,tt0082095,1,1016,1417,0
5795,tt0201584,1,1003,1668,0
5796,tt0370531,1,996,1390,0
5797,tt3187040,2,991,1570,0
5798,tt0235413,1,976,1543,0
5799,tt0410410,1,973,1220,0
5800,tt0130297,1,967,1606,0
5802,tt0238639,1,954,1579,0
5804,tt0783665,2,949,1229,0
5805,tt0483179,1,929,1211,0
5807,tt0422861,6,648183,802865,0
5808,tt1038971,4,899,1067,0
5809,tt0414951,6,381420,522341,0
